userName;content;score;at;sentimen;hasil_prediksi;kategori;sentimen_kategori
Janjay Maamo;its so good all the time;50;21/01/2021 18:57;puas;puas;lainnya;lainnya
Andy ong Lee;essy fast and;50;21/01/2021 17:23;puas;puas;lainnya;lainnya
Ajkass Canda;very fast order;50;21/01/2021 17:01;puas;puas;lainnya;lainnya
Nyi Naing;great;50;21/01/2021 16:18;puas;puas;lainnya;lainnya
Daylinda Sangoyo;arrived on time..courteous..excellent service..;50;21/01/2021 16:08;puas;puas;lainnya;lainnya
Wan Jas;great app..great deliverers based on my experiences..overall its good enough for me;50;21/01/2021 15:20;puas;puas;sistem aplikasi;sistem aplikasi
Bryan Jeric de Leon;i was billed for a cancelled booking by the driver. you said in yoyr system that it will take 24 hrs for the refund to be return but days have passes and not a single cent was return. upon checking your social media accounts it has been happening to several consumer. this must be reported to department of transportation as it may be millions of money to be refunded.;10;21/01/2021 15:00;tidak puas;tidak puas;driver;sistem aplikasi
aryadi andika;sangat membantu;50;21/01/2021 14:23;puas;puas;lainnya;lainnya
Joshua Chong;sure is handy especially during mco;50;21/01/2021 14:23;puas;puas;lainnya;sistem aplikasi
john eugene cardona;good;50;21/01/2021 14:13;puas;puas;lainnya;lainnya
LJ Noble;it's annoying when a driver is hurrying you up when some of what you ordered is not available and he is asking you to decide right away. you should check with those shop marts if all the products they are posting are available.;20;21/01/2021 14:06;tidak puas;tidak puas;driver;driver
literally me;my food never arrives;10;21/01/2021 13:55;tidak puas;tidak puas;lainnya;driver
danny roxas;easy to navigate and it gives a lot of options.;50;21/01/2021 13:05;puas;puas;sistem aplikasi;sistem aplikasi
Emelyn Nahilat;good service;50;21/01/2021 12:41;puas;puas;lainnya;lainnya
simon chai;easy to get.;50;21/01/2021 12:41;puas;puas;sistem aplikasi;sistem aplikasi
Anne Chan;my account got hacked. tried reporting to grab but to no avail. i was robbed a few times a day from my e-wallet.;10;21/01/2021 12:37;tidak puas;tidak puas;lainnya;sistem aplikasi
Mila Basyah;the car arrived on time👍;40;21/01/2021 12:22;puas;puas;lainnya;lainnya
Nur Zaharah;very usefull app.i really enjoy my ride with grab.;40;21/01/2021 12:11;puas;puas;sistem aplikasi;sistem aplikasi
DM;banyak banget promo. walaupun agak maksa soal pembelian minimum. karena keliatan di sengaja banget supaya beli minimum 2. akhirnya jadi sering batal beli. karena sering jadi kemahalan karena mesti beli 2.;50;21/01/2021 12:00;puas;netral;lainnya;driver
Tri Prasetyo;mantulll;50;21/01/2021 11:49;puas;puas;lainnya;lainnya
Ozilitt Baclaan;very nice app;50;21/01/2021 11:47;puas;puas;driver;driver
Chandra Fredrik Purba;nice;50;21/01/2021 11:14;puas;puas;driver;driver
Toni Ariyanto;can't add description for pickup/destination;50;21/01/2021 11:05;puas;tidak puas;lainnya;sistem aplikasi
Adrianto Darmasetiawan;so many promotions. really bring advantages to users. very easy to use and very helpful;50;21/01/2021 11:04;puas;puas;sistem aplikasi;sistem aplikasi
idamel telan;i love grab;40;21/01/2021 11:00;puas;puas;lainnya;lainnya
Daniel Nguyễn;excellent!;50;21/01/2021 10:47;puas;puas;lainnya;lainnya
MOVE ShaDow;ตั้ง gpsไม่ได้;10;21/01/2021 10:45;tidak puas;tidak puas;lainnya;lainnya
Su K;special menu;50;21/01/2021 10:22;puas;netral;lainnya;lainnya
Leny Baharuddin;good service of delivery;50;21/01/2021 10:05;puas;puas;lainnya;lainnya
Anu Ratha;good;10;21/01/2021 09:59;tidak puas;puas;lainnya;lainnya
Norvie Azana;pls help my account. suspendend and there is amount on that g wallet;20;21/01/2021 09:59;tidak puas;tidak puas;lainnya;sistem aplikasi
Sandy Boy Gavas;basta yun!;50;21/01/2021 09:57;puas;tidak puas;lainnya;lainnya
Hermina Veronika;goods apps. love the experience using grab. and a lot of promos;50;21/01/2021 09:42;puas;puas;sistem aplikasi;sistem aplikasi
Mary shelwin Ramirez;ok;50;21/01/2021 09:39;puas;puas;lainnya;lainnya
Herina Firdausi;i love how they provide credit card option for payment.;50;21/01/2021 09:30;puas;netral;lainnya;sistem aplikasi
MQ TV;good work for all time;50;21/01/2021 09:27;puas;puas;lainnya;lainnya
XPRESS GAMING GAMRERZ;good transport;50;21/01/2021 09:20;puas;puas;lainnya;lainnya
mentari ws;update terus. gabisa nolak.;30;21/01/2021 09:14;netral;netral;sistem aplikasi;sistem aplikasi
Nurul Afiqah;i rarely used grab food so when you set a min value rm50 for topup is just really a bad idea;30;21/01/2021 08:43;netral;netral;lainnya;lainnya
Calvin Foong;keep crashing when log on personal profile page. did not resolve even with multiple reinstall;10;21/01/2021 08:43;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Jojo E.;convenient;50;21/01/2021 08:26;puas;puas;lainnya;lainnya
ian sanzo;they are forcing me to get my personal information. and threatens to suspend my wallet until i give out my personal info to them.;10;21/01/2021 08:23;tidak puas;tidak puas;lainnya;sistem aplikasi
Vijaya Thevan;best app;50;21/01/2021 08:14;puas;puas;sistem aplikasi;sistem aplikasi
kong arceo;❤❤❤ love it;50;21/01/2021 08:09;puas;puas;lainnya;lainnya
agus cahyono;very good;50;21/01/2021 07:55;puas;puas;lainnya;lainnya
Shielamae Abubakar;so nice;50;21/01/2021 07:37;puas;puas;driver;driver
Fadhlin;it's good;40;21/01/2021 07:37;puas;puas;lainnya;lainnya
Edwin Salim;its a very usefull apps for lazy and modern people;50;21/01/2021 07:36;puas;puas;sistem aplikasi;sistem aplikasi
Fafa;yo map so bad bruh;10;21/01/2021 07:34;tidak puas;tidak puas;lainnya;lainnya
Lata Tiwari;all positive stuff. they are good in negative scenarios also. customer support is instant.;50;21/01/2021 07:24;puas;tidak puas;lainnya;lainnya
Lina Sarif;excellent;50;21/01/2021 07:23;puas;puas;lainnya;lainnya
Joecess Lim;on time delivery;50;21/01/2021 07:04;puas;puas;lainnya;lainnya
najieha;ok;50;21/01/2021 06:58;puas;puas;lainnya;lainnya
Riaz Ahmad;great app;50;21/01/2021 06:43;puas;puas;sistem aplikasi;sistem aplikasi
Mohd Hardi Hasan;good;50;21/01/2021 06:39;puas;puas;lainnya;lainnya
Md. Sahat;good;50;21/01/2021 06:28;puas;puas;lainnya;lainnya
cabo negro;ok ang pagdeliver;50;21/01/2021 06:20;puas;puas;lainnya;lainnya
Renz Lagria (renzlagriaTV);fast booking but pricy;30;21/01/2021 06:20;netral;netral;lainnya;lainnya
Mary Grace Julian;superb;50;21/01/2021 06:08;puas;puas;lainnya;lainnya
Mohd Azwar;best food delivery service...;50;21/01/2021 06:01;puas;puas;lainnya;lainnya
A Thousand Suns;please add more promotions 😁;50;21/01/2021 05:55;puas;netral;lainnya;lainnya
Chee Kwan Tang;takes up too much space;10;21/01/2021 05:54;tidak puas;tidak puas;lainnya;sistem aplikasi
Titus Ong;app closed halfway when redeeming voucher. voucher code became invalid but it didn't apply to my account. i've uploaded all evidences and screenshots to their support team and they keep denying the issue even with the pictures. horrible.;10;21/01/2021 05:49;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Mama jean At home;great;50;21/01/2021 05:49;puas;puas;lainnya;lainnya
Santry Erina;promo grabfoodnya bikin susah nahan jajan..;50;21/01/2021 05:31;puas;tidak puas;lainnya;lainnya
Jimmy Sunaryo;excellent app!;50;21/01/2021 05:22;puas;puas;sistem aplikasi;sistem aplikasi
MENGAKU BACKPACKER;great app! really change how i commute and really care about the safety of its costumer especially during this pandemic!;50;21/01/2021 05:22;puas;puas;sistem aplikasi;sistem aplikasi
Debralian Alex;wasted my time updating the app just to let me know that i cannot update!!!;10;21/01/2021 04:55;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
fandelly kurniawan;good;50;21/01/2021 04:44;puas;puas;lainnya;lainnya
A Google user;please improve the grab food features... there must be more restaurant that available from my house. i cried cus i thought the grab food available to send the food from current restaurant to my house;10;21/01/2021 04:36;tidak puas;netral;lainnya;sistem aplikasi
Amy Tnay;good service;40;21/01/2021 04:33;puas;puas;lainnya;lainnya
Nurfitriyana Azizah;the driver seems to not have a map;40;21/01/2021 04:25;puas;netral;driver;driver
Proot Salad;i like that it's convenient but snail customer service. i pay using my card. food gets to me and driver zooms out before i check my order. i got no reciept. i reported the missing item but grab food took the whole amount from my account! i want a refund for that missing item. this has happened twice already. what a joke!;10;21/01/2021 04:07;tidak puas;tidak puas;driver;sistem aplikasi
Saranchana Lertsithichai;good service and a lot of promotion.;50;21/01/2021 03:53;puas;puas;lainnya;lainnya
Sofyanisa Wildany;pelayanan cepat dan ramah2 driver nya;50;21/01/2021 03:42;puas;puas;driver;driver
rizki prama;cool;50;21/01/2021 03:27;puas;puas;lainnya;lainnya
Carmina Luna;always on update so annoying.;30;21/01/2021 03:23;netral;netral;sistem aplikasi;sistem aplikasi
Jay Ali;good 👍🏻 user friendly;50;21/01/2021 03:19;puas;puas;lainnya;sistem aplikasi
Muhammad Asrul;nice application;50;21/01/2021 02:56;puas;puas;driver;driver
Muhd Hata Hassan;ok;50;21/01/2021 02:48;puas;puas;lainnya;lainnya
Mei Cheng Wong;good apps;50;21/01/2021 02:38;puas;puas;sistem aplikasi;sistem aplikasi
sathiyaraj vaithilingam;good;50;21/01/2021 02:33;puas;puas;lainnya;lainnya
TOYUB NUR RO;i love grab;50;21/01/2021 02:21;puas;puas;lainnya;lainnya
Nugraha Palin;absolutely a lifesaver;50;21/01/2021 02:13;puas;puas;lainnya;lainnya
Fattah Max;gooodddddddd;50;21/01/2021 02:10;puas;05/08/2020 12:29;lainnya;driver
geevanraj86 Raj;nice and good respond from all delivery guy's;50;21/01/2021 01:43;puas;puas;driver;driver
azsha zue;the best;50;21/01/2021 01:40;puas;puas;lainnya;lainnya
Minimum Apature;take advantage of driver;10;21/01/2021 01:07;tidak puas;tidak puas;driver;driver
Adiepanjang Adiee;good in this world's;50;21/01/2021 00:52;puas;puas;lainnya;sistem aplikasi
John David;good. thanks.;40;21/01/2021 00:50;puas;puas;lainnya;lainnya
Iqbal Hossain;iqba;50;21/01/2021 00:43;puas;05/08/2020 12:29;lainnya;driver
Andi Mihardja;awesome;50;21/01/2021 00:42;puas;puas;lainnya;lainnya
EUNHO CHOI;good;40;21/01/2021 00:37;puas;puas;lainnya;lainnya
Trixia Crislyn Nunag;nice;50;21/01/2021 00:29;puas;puas;driver;driver
Nita Widya;great;50;21/01/2021 00:08;puas;puas;lainnya;lainnya
Nisha Nisha;good;50;20/01/2021 23:50;puas;puas;lainnya;lainnya
pks Phang;good;50;20/01/2021 23:44;puas;puas;lainnya;lainnya
Mae apple Pagtama;good;50;20/01/2021 23:27;puas;puas;lainnya;lainnya
Ingrid Stephanie;excellent;50;20/01/2021 23:22;puas;puas;lainnya;lainnya
Richard Panol;great app;50;20/01/2021 23:14;puas;puas;sistem aplikasi;sistem aplikasi
BELEN VLOGS;so very good;50;20/01/2021 23:13;puas;puas;lainnya;lainnya
daphne heng;love the grab app! convenient to use and reliable. encountered some problems looking for drivers during peak hours. please continue to have new promotions for loyal users;50;20/01/2021 22:53;puas;puas;driver;sistem aplikasi
Kiky RamdhaniaR;sejauh ini sih masih unggul dbanding kompetitornya yaa.. tp suka ga singkron kode voucher sama aktualnya gk jalan. dperbaiki plis. krena itu jd kasih bintang 3 aja. thanksss;30;20/01/2021 22:41;netral;netral;lainnya;lainnya
Tan Kee horng;ok;50;20/01/2021 22:29;puas;puas;lainnya;lainnya
Rafi zahran Nugraha;nike ardilla;50;20/01/2021 21:21;puas;puas;lainnya;lainnya
Ramesh Machapo;good transport;50;20/01/2021 19:21;puas;puas;lainnya;lainnya
Eve Peh;best online services platform 👍👍👍;50;20/01/2021 18:42;puas;puas;lainnya;lainnya
Anton Anton;good;50;20/01/2021 17:33;puas;puas;lainnya;lainnya
putra ranidwi;kasih promo yang banyakkk lagii xixixi😍;40;20/01/2021 17:21;puas;puas;sistem aplikasi;lainnya
Putera Sem;good;50;20/01/2021 15:49;puas;puas;lainnya;lainnya
听歌尔TinGle;always got a car for me no matter where and when ... thanks grab;50;20/01/2021 15:46;puas;tidak puas;lainnya;sistem aplikasi
thanabal raman;super grab;50;20/01/2021 14:37;puas;puas;lainnya;lainnya
Saafi Solkha;good;50;20/01/2021 14:19;puas;puas;lainnya;lainnya
Joubelyn Doukhan;very good;50;20/01/2021 14:10;puas;puas;lainnya;lainnya
Saksono Setia Purwoko;good;50;20/01/2021 14:00;puas;puas;lainnya;lainnya
Lee Wong;very efficient app 👍;50;20/01/2021 13:57;puas;puas;sistem aplikasi;sistem aplikasi
Kothantzin Aung;like;50;20/01/2021 13:54;puas;puas;lainnya;lainnya
Dohn Aubrey Siton;how can i use it;30;20/01/2021 13:50;netral;tidak puas;lainnya;sistem aplikasi
leonard tapalla;panget;10;20/01/2021 13:47;tidak puas;tidak puas;lainnya;lainnya
Christelle Sotto;love it 🥰;50;20/01/2021 13:37;puas;puas;lainnya;lainnya
Kevin Wiljen Valledor;amazing;50;20/01/2021 13:33;puas;puas;lainnya;lainnya
Jessie Ambrad;awesome app;50;20/01/2021 13:11;puas;puas;sistem aplikasi;sistem aplikasi
Esti Hartoyo;useful..lots promo and easy to use;50;20/01/2021 13:06;puas;puas;sistem aplikasi;sistem aplikasi
Wita Wahyuni;hayoh w kudu di update;20;20/01/2021 13:00;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Melvin Aja;helpful application;50;20/01/2021 12:52;puas;puas;sistem aplikasi;sistem aplikasi
A Google user;please help me. not anstal..;50;20/01/2021 12:50;puas;tidak puas;lainnya;sistem aplikasi
Sher Bacha;my fuvery;50;20/01/2021 12:37;puas;tidak puas;lainnya;sistem aplikasi
Lily M;not user friendly at all. some obscure parts that cause confusion.;10;20/01/2021 12:34;tidak puas;tidak puas;lainnya;lainnya
Ar Alee;thilali;50;20/01/2021 12:22;puas;05/08/2020 12:29;lainnya;driver
Norly M;good;50;20/01/2021 12:17;puas;puas;lainnya;lainnya
Khuzair Akbar;forces user to update app and when i update become super slow. very not satisfied;10;20/01/2021 12:06;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Didiek Sri Wiyono;very useful;50;20/01/2021 11:53;puas;puas;lainnya;sistem aplikasi
sukat aje;not sure;50;20/01/2021 11:45;puas;netral;lainnya;sistem aplikasi
Mr BLACK;i can not login my facebook or gmeil;10;20/01/2021 11:40;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Mamah Khan;good service;40;20/01/2021 11:40;puas;puas;lainnya;lainnya
aida putri andini;good app;50;20/01/2021 11:38;puas;puas;sistem aplikasi;sistem aplikasi
Miller Terrobias;good and you can transport some stuff while there is a pandemic;50;20/01/2021 11:28;puas;netral;lainnya;sistem aplikasi
Angelo Asuncion;exceptional;50;20/01/2021 11:22;puas;puas;lainnya;lainnya
Mariecor Maglaya;most partner drivers are courteous;50;20/01/2021 11:21;puas;puas;driver;driver
Syafiq Khairy;good apps;50;20/01/2021 11:21;puas;puas;sistem aplikasi;sistem aplikasi
sara john;good;50;20/01/2021 11:18;puas;puas;lainnya;lainnya
Zay Yar Aung;fantastic;40;20/01/2021 11:11;puas;puas;lainnya;lainnya
Christina Ann;very good!;50;20/01/2021 11:01;puas;puas;lainnya;lainnya
Wawan D'one;helpful application;50;20/01/2021 10:54;puas;puas;sistem aplikasi;sistem aplikasi
Samsung Samsung;great;50;20/01/2021 10:52;puas;puas;lainnya;lainnya
Yzer Paul Pasaporte;good;50;20/01/2021 10:51;puas;puas;lainnya;lainnya
Gerry Guanlao;very nice;50;20/01/2021 10:49;puas;puas;driver;driver
Paolo Romero;very convenient riders🏍️👍👌;50;20/01/2021 10:39;puas;puas;lainnya;lainnya
Queen Yookie;good;50;20/01/2021 10:36;puas;puas;lainnya;lainnya
sultan bd;this apps very good;50;20/01/2021 10:35;puas;puas;sistem aplikasi;sistem aplikasi
Chona Ngoho;i'm waiting grabfood booking anytime.;50;20/01/2021 10:17;puas;tidak puas;lainnya;driver
Rommelle Chito Goto;love it;50;20/01/2021 10:16;puas;puas;lainnya;lainnya
IK;good;50;20/01/2021 09:40;puas;puas;lainnya;lainnya
Lili Marliani;syukaa...discount grab foodnya fantastic...teruskann;50;20/01/2021 09:25;puas;netral;lainnya;lainnya
Anton Ferdiansyah;easy 2 use especially in covid era like this;50;20/01/2021 09:12;puas;puas;sistem aplikasi;sistem aplikasi
Lucy Primz;easy convenient;50;20/01/2021 09:01;puas;puas;sistem aplikasi;sistem aplikasi
Jaker Kamal;ok;40;20/01/2021 08:56;puas;puas;lainnya;lainnya
rensky picco;i cant even log in. why u always insist to login with facebook? i cant verify with facebook. just go with email ffs. cant even verify and login to the app;50;20/01/2021 08:49;puas;tidak puas;sistem aplikasi;sistem aplikasi
Mdfauzi Abdulrahimlee;nice app;50;20/01/2021 08:46;puas;puas;driver;driver
Adelina san ramon;awesome app;50;20/01/2021 08:45;puas;puas;sistem aplikasi;sistem aplikasi
Hafidah Mamat;👋;50;20/01/2021 08:44;puas;05/08/2020 12:29;lainnya;driver
Invert;apk jembot order di cancel diskon ilang;10;20/01/2021 08:39;tidak puas;tidak puas;lainnya;lainnya
Izzi The Game;the best of the bestest of bestestest food delivery ever;50;20/01/2021 08:04;puas;puas;lainnya;lainnya
Brandon Lee;good;50;20/01/2021 08:03;puas;puas;lainnya;lainnya
Geetha Subramaniam;my go to for food delivery/rides.;50;20/01/2021 07:30;puas;puas;lainnya;sistem aplikasi
Fadzil abdul rahman;easy to use;50;20/01/2021 07:23;puas;puas;sistem aplikasi;sistem aplikasi
hanna Nicole Delos Reyes;thank you for having this company easy to buy any food;50;20/01/2021 07:19;puas;puas;sistem aplikasi;sistem aplikasi
Ephraim Minguito;it won't verify my facebook. wasn't able to book a ride. 😠😠😠;10;20/01/2021 07:07;tidak puas;tidak puas;lainnya;sistem aplikasi
Rini PURNAMASARI;pilihan grabfood bervariasi;50;20/01/2021 07:07;puas;netral;lainnya;driver
mehmet cahit;cool;50;20/01/2021 06:47;puas;puas;lainnya;lainnya
Sarah alqaisy;excellent;50;20/01/2021 06:40;puas;puas;lainnya;lainnya
MOHAMED NOORHAFIZUDDIN MOHAMED NASIR;nice app;40;20/01/2021 06:37;puas;puas;driver;driver
Agung BAPPERIDA DIY;ok;50;20/01/2021 06:36;puas;puas;lainnya;lainnya
Carlyn Tan;good.;50;20/01/2021 06:34;puas;puas;lainnya;lainnya
A Google user;grab is very helpful;50;20/01/2021 06:27;puas;puas;lainnya;sistem aplikasi
michael angelo;why suddenly suspended my account?! (for suspicous transaction?) unbelievable... even try to recovery still rejected.... better no star on this app;10;20/01/2021 06:25;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Fadhli Scully;fast n the food arrived still hot;50;20/01/2021 06:25;puas;puas;lainnya;lainnya
Kiran Jonathan;easy to use... wish more ways to earn points.;50;20/01/2021 06:12;puas;puas;sistem aplikasi;sistem aplikasi
Sornthepparit Congtrakultien (Yam);ห่วยมากขนส่ง;10;20/01/2021 06:06;tidak puas;05/08/2020 12:29;lainnya;driver
Roger Sayson;very nice po;50;20/01/2021 06:06;puas;puas;driver;driver
Dedy F.Kurnain;good app;50;20/01/2021 06:01;puas;puas;sistem aplikasi;sistem aplikasi
alamin islam;good;50;20/01/2021 05:59;puas;puas;lainnya;lainnya
yusnidya natasya yuda sudirman;best app;50;20/01/2021 05:57;puas;puas;sistem aplikasi;sistem aplikasi
Nik Amalia Nasfatie;always tip top. the management and how they carry themselves is among the most professional services in malaysia. can always trust grab!;50;20/01/2021 05:53;puas;puas;lainnya;lainnya
Nasuha Noramin;good;50;20/01/2021 05:43;puas;puas;lainnya;lainnya
Mazlyen Samah;best;50;20/01/2021 05:30;puas;puas;lainnya;lainnya
Nick Kurniawan;thanks..... it is helpful;50;20/01/2021 05:24;puas;puas;lainnya;sistem aplikasi
SCR Zhang;perlu meningkatkan kualitas telepon dari aplikasi. selalu tidak muncul walaupun signal stabil sehingga seakan2 saya tidak mengangkat call dari driver.;40;20/01/2021 05:08;puas;tidak puas;driver;driver
Lwin Wen Li;very lagging;10;20/01/2021 05:04;tidak puas;netral;sistem aplikasi;sistem aplikasi
Yudha Panji Sudrajat;aplikasi oke;50;20/01/2021 05:04;puas;puas;sistem aplikasi;sistem aplikasi
lily saan;good aplication;50;20/01/2021 04:56;puas;puas;lainnya;lainnya
Kur Nia;sometimes meet driver with not so professional;40;20/01/2021 04:51;puas;puas;driver;driver
Tajh Joudell Encluna;good;50;20/01/2021 04:50;puas;puas;lainnya;lainnya
Julhandiarso Handogo;consuming ram too much.;50;20/01/2021 04:48;puas;tidak puas;lainnya;sistem aplikasi
Hamzah Johari;great;50;20/01/2021 04:38;puas;puas;lainnya;lainnya
Norizah Musa;good;50;20/01/2021 04:27;puas;puas;lainnya;lainnya
Jennifer Codilan;best service and reliable;50;20/01/2021 04:17;puas;puas;lainnya;lainnya
Hishyam Bujang;fast and efficient;50;20/01/2021 03:54;puas;puas;lainnya;lainnya
M. Nasser Insanial;its improving over time and lots of deals . way to go grab;50;20/01/2021 03:49;puas;puas;lainnya;sistem aplikasi
Maria A Manaf;excellence service;50;20/01/2021 03:42;puas;puas;lainnya;lainnya
Laila Tina;convenience;50;20/01/2021 03:34;puas;puas;lainnya;lainnya
วรพล เจนกิจธัญไพบูลย์;location picker sucks;20;20/01/2021 03:33;tidak puas;tidak puas;lainnya;lainnya
cleonalyn manzano;cant connect to any grab application. why everytime i need to use your apps i need to install again and again?;20;20/01/2021 03:26;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Weldrian Dela cruz;mag book na po kau;50;20/01/2021 03:16;puas;tidak puas;lainnya;lainnya
Marites Loquero;good an convenient;40;20/01/2021 03:15;puas;puas;lainnya;lainnya
Yulia Mok;goood;50;20/01/2021 03:05;puas;puas;lainnya;lainnya
Judy Sy;will still have to try again;40;20/01/2021 02:39;puas;tidak puas;lainnya;sistem aplikasi
Brother Hood;good;40;20/01/2021 02:25;puas;puas;lainnya;lainnya
LongDoo123 Test;good before but now i have payment issues for no obvious and the support is painful;20;20/01/2021 02:25;tidak puas;tidak puas;lainnya;sistem aplikasi
Robin Roni;help ful person;50;20/01/2021 02:07;puas;puas;lainnya;lainnya
SW H.;reliable delivery always. good competitive pricing. keep it up.;50;20/01/2021 02:06;puas;puas;lainnya;lainnya
zamri abas;ok;50;20/01/2021 01:33;puas;puas;lainnya;lainnya
Maria Febryani;can't add amex in indonesia using american card;10;20/01/2021 01:21;tidak puas;tidak puas;lainnya;sistem aplikasi
Joe Boitin;good apps;50;20/01/2021 01:13;puas;puas;sistem aplikasi;sistem aplikasi
Ricky Wicaksono;very helpful. friendly user application;50;20/01/2021 00:52;puas;puas;sistem aplikasi;sistem aplikasi
Randy Marzan;awsome;50;20/01/2021 00:27;puas;puas;lainnya;lainnya
mamidipaka pratyusha;no cars available.. too high price.. its time to promote gojek;10;20/01/2021 00:17;tidak puas;tidak puas;lainnya;lainnya
herbert polistico;why i can not receive email when im requesting for recovery pin..please help;20;20/01/2021 00:17;tidak puas;tidak puas;lainnya;sistem aplikasi
Nadhira Eyraz;i really like the app tho. but after i can't connect with fb it's really disappointed;20;19/01/2021 23:57;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Adrian Pascual;goodmorning;50;19/01/2021 23:50;puas;05/08/2020 12:29;lainnya;lainnya
Rorra Gayana;good and useful;50;19/01/2021 23:00;puas;puas;lainnya;sistem aplikasi
Basilio Patinganjr;hirap na hirap how to rach rach grabpay. grab office mean.why f partners nyo nahihirap as pag contak sainy;20;19/01/2021 21:43;tidak puas;tidak puas;lainnya;lainnya
islam tahidul;good;50;19/01/2021 20:19;puas;puas;lainnya;lainnya
Cj Basilan;unable to pay in cash;10;19/01/2021 19:15;tidak puas;tidak puas;lainnya;sistem aplikasi
Miss Shiera;best app ever;50;19/01/2021 19:04;puas;puas;sistem aplikasi;sistem aplikasi
Aldy Ajb;cool;50;19/01/2021 18:06;puas;puas;lainnya;lainnya
Jastper Española;reliable hopefully to lower the rates.;40;19/01/2021 17:49;puas;netral;lainnya;sistem aplikasi
Geraldien Alvarado;i am using grab for almost 4 years and u experience a lot of disappointment like the grab driver is cancelling your booking when you waited for 5 mins already they just past to your location then i am getting a lot of points abd they keep expiring my points how i can save more points if you keep expiring my points you need to improve about your customer needs and satisfaction but still i dont have choice i still need to use grab .;20;19/01/2021 17:39;tidak puas;tidak puas;driver;sistem aplikasi
Wellden Sudin;good;50;19/01/2021 17:09;puas;puas;lainnya;lainnya
B S;aplikasi gak jelas. nomor saya disuspen tanpa alasan. saya log in pake nomor yang lain malah disuspen juga. maunya apa????!!!!!!;10;19/01/2021 16:26;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Tiarlina Sitanggang;good;50;19/01/2021 16:25;puas;puas;lainnya;lainnya
Citra Citra;very helpful. with one touch we can do everything we want.;50;19/01/2021 16:13;puas;puas;lainnya;sistem aplikasi
Ashley Maturino;so weird app;10;19/01/2021 16:13;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Fancy Kisz;very useful app with multiple choices of service. so far so good and become the best if many deals/promo code offered;50;19/01/2021 16:06;puas;puas;sistem aplikasi;sistem aplikasi
Edward Effendy;gojek;50;19/01/2021 15:50;puas;tidak puas;lainnya;lainnya
Sandeep Kaur;good 🌃;50;19/01/2021 15:13;puas;puas;lainnya;lainnya
jagen8 jagen;tolong daftarkan grab;50;19/01/2021 15:13;puas;tidak puas;lainnya;driver
Talk Up;good;50;19/01/2021 14:51;puas;puas;lainnya;lainnya
Sheila D. Pradipta;anything is good!;50;19/01/2021 14:48;puas;netral;lainnya;sistem aplikasi
arnold paragamac;good job;50;19/01/2021 14:47;puas;puas;lainnya;lainnya
Nurul Ng;so far i used is grab food grab transport. all of that i've encountered are very nice people 🙂;50;19/01/2021 14:40;puas;puas;driver;driver
Nenden Widya;setiap mau update selalu gagal 3x padahal paket data masih banyak sinyal oke memori internal juga masih banyak hmm;20;19/01/2021 14:27;tidak puas;netral;sistem aplikasi;sistem aplikasi
Josie Dequito;good;50;19/01/2021 14:06;puas;puas;lainnya;lainnya
Azir Abdul Aziz (Pomen Kajang);neat;50;19/01/2021 14:01;puas;puas;lainnya;lainnya
Love Salazar;fast and easy;40;19/01/2021 13:59;puas;puas;sistem aplikasi;sistem aplikasi
Indra Gandhi;good;50;19/01/2021 13:54;puas;puas;lainnya;lainnya
Janice Pasion;very useful....;40;19/01/2021 13:28;puas;puas;lainnya;sistem aplikasi
Rj Raj;♬ note bat;50;19/01/2021 13:12;puas;tidak puas;lainnya;lainnya
Mercedez Santua;many connected to social media i can't even use it because of social notification that cannot be undone. what happened grab?;30;19/01/2021 12:50;netral;netral;sistem aplikasi;sistem aplikasi
Nono Nono;mantap;50;19/01/2021 12:27;puas;puas;lainnya;lainnya
Alvin Lie;my primary app to order food;50;19/01/2021 12:25;puas;tidak puas;sistem aplikasi;sistem aplikasi
Bachan Kaur;its taking forever to download. i gave up;10;19/01/2021 12:20;tidak puas;tidak puas;lainnya;sistem aplikasi
Claiman Telonio;love this app.;50;19/01/2021 12:19;puas;puas;sistem aplikasi;sistem aplikasi
Family TUBE;solve the problem😅;50;19/01/2021 12:15;puas;netral;lainnya;sistem aplikasi
Little Taipei;ok;50;19/01/2021 12:07;puas;puas;lainnya;lainnya
InfinID Kelly;user friendly. meals n ride just right at your finger tips and allow to track the riders position.;50;19/01/2021 12:03;puas;puas;lainnya;lainnya
Amy Azmy;keep up the good work;50;19/01/2021 11:53;puas;puas;lainnya;lainnya
CHAN FONG CHI;better than foodpanda in terms of customer service and refund when you have your issues with the order;40;19/01/2021 11:42;puas;tidak puas;lainnya;sistem aplikasi
Rellik;good;50;19/01/2021 11:28;puas;puas;lainnya;lainnya
